title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Carolina,5.674,72,2003-07-04,308641,97,15000000,7.473,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Valerian and the City of a Thousand Planets,6.625,6987,2017-07-20,225973340,136,177200000,36.195,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bloodshot,6.76,4681,2020-03-05,39861118,110,42000000,29.852,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Yes Man,6.66,6336,2008-12-09,223241637,104,70000000,26.26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rocky Paper Scissors,7.0,1,,5,13,100,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lawnmower Man 2: Beyond Cyberspace,2.909,126,1996-01-12,2409225,92,15000000,11.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Hansel & Gretel,6.7,154,2007-12-27,2206625,117,4000000,13.734,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
King of the Hill,6.805,136,1993-08-20,1214231,103,8000000,7.297,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Lahore Se Aagey,6.2,5,2016-11-11,1500000,131,520000,1.377,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Founder,7.112,4472,2016-09-13,24121245,115,15000000,30.214,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
In the Heart of the Sea,6.7,3828,2015-12-03,93920758,122,100000000,21.081,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
The Mechanic,6.491,2952,2011-01-13,51070807,93,40000000,24.947,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Darkness,4.761,568,2016-05-13,10898293,92,4000000,9.408,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1987: When the Day Comes,8.113,124,2017-12-27,49380115,129,12308000,9.789,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Pog Chat: No Way Home,10.0,2,,11,5,10,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cujo,6.103,898,1983-08-10,21200000,93,5000000,27.168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Personal Shopper,5.915,1126,2016-10-19,1305195,106,6000000,10.222,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
A Guy Named Joe,6.478,45,1943-12-24,5363000,120,2627000,5.726,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
The Big Doll House,5.582,61,1971-04-30,10000000,95,125000,9.857,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dirty Harry,7.461,2201,1971-12-22,35976000,102,4000000,19.126,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bad Girl,5.84,25,1931-08-13,1100000,90,100000,3.766,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Megiddo: The Omega Code 2,4.6,30,2001-09-07,6000000,104,20000000,3.829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bucky Larson: Born to Be a Star,4.296,158,2011-09-09,2500000,97,10000000,12.177,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Lampoon's Van Wilder,6.015,1674,2002-03-29,39241323,92,6000000,19.263,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Glacier Fox,7.8,4,1978-07-15,8800000,114,4500000,1.388,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Skyscraper,6.318,4623,2018-07-11,292351275,102,125000000,22.604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Mummy, I'm a Zombie",7.214,42,2014-10-06,1000000,88,64319,3.956,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Malarvaadi Arts Club,6.3,11,2010-07-16,1000000,132,340000,2.685,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Warning Sign,6.051,59,1985-08-23,1918117,99,707990,6.641,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Promise of Pisa,5.6,7,2019-10-10,297388,105,220000,2.967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Welcome to Dongmakgol,7.441,169,2005-08-04,33579813,133,8000000,8.752,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Just Like Heaven,6.932,2159,2005-09-16,102854431,95,58000000,20.619,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Ah Boys To Men 2,7.1,7,2013-01-31,5600000,113,2120000,1.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Mustang,7.78,1283,2015-06-17,5274664,97,1300000,11.782,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dumbo,6.639,4088,2019-03-27,353284621,112,170000000,42.707,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Just a Breath Away,6.314,723,2018-04-04,2842040,90,13749400,18.496,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Ek Haseena Thi,10.0,1,2020-03-01,1000,16,200,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
I'm So Excited!,5.765,634,2013-03-08,11724119,90,5000000,10.889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King of the Mountain,5.643,14,1981-05-01,958000,90,2000000,5.966,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Cabin in the Woods,6.608,7288,2012-04-12,71041255,95,30000000,38.675,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Volver,7.47,1567,2006-03-17,85582407,121,12899867,13.97,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Continental,2.0,2,1989-11-24,288486,96,2595182,1.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Visitor,7.113,399,2007-09-07,18197518,104,4000000,10.774,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Cass Timberlane,5.8,6,1947-11-06,5186000,119,2733000,2.553,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
JACKPOT,10.0,1,2023-03-09,150,0,100,0.963,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gremlins 2: The New Batch,6.392,2293,1990-06-15,41482207,106,50000000,29.087,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Let's Do It Again,6.7,18,1975-10-11,11800000,113,70000,4.18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Company You Keep,6.1,639,2012-09-06,20014680,121,2000000,14.153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Tolkien,7.0,1276,2019-05-03,8654322,112,20000000,11.457,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
It Came from Hollywood,5.3,21,1982-12-10,2091037,80,5000000,2.262,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
In the Forests of Siberia,6.88,96,2016-06-15,1492523,105,3500000,4.318,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bunraku,5.853,283,2010-09-01,129706,118,25000000,14.665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Gamera: Guardian of the Universe,7.508,125,1995-03-11,16000000,96,4500000,7.37,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
The Ten,4.9,177,2007-08-03,785528,96,5250000,7.977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Shape of Water,7.247,11490,2017-12-01,195333312,123,19500000,29.339,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
CON[SUMO],10.0,1,2020-06-26,500,0,10,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Date,6.0,2,2022-09-01,5000,20,2500,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Tootsie,7.202,1590,1982-12-17,177200000,116,21000000,19.232,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Washington Heights,8.5,3,2002-05-22,156021,89,210000,1.342,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Stone Cold,6.163,160,1991-05-17,9000000,92,25000000,10.55,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Outside Providence,5.829,85,1999-09-01,7292175,96,7000000,7.642,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Sugarland Express,6.551,333,1974-04-05,12800000,110,3000000,13.577,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Predators,6.2,3734,2010-07-03,127233108,107,40000000,41.281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Soggade Chinni Nayana,6.0,13,2016-01-15,10000000,145,3000000,2.486,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Soul Plane,5.373,387,2004-05-28,14822346,86,16000000,21.799,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Copying Beethoven,6.401,151,2006-09-10,6191746,104,11000000,10.024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
La Haine,8.087,3612,1995-05-31,15300000,98,2600000,15.397,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Christmas Story,7.279,1113,1983-11-18,20653717,93,3300000,11.838,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Prosperity,5.0,2,1932-11-18,1514000,87,628000,2.68,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
K-19: The Widowmaker,6.478,898,2002-07-19,35168966,138,100000000,14.457,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
Heaven & Earth,6.648,228,1993-12-25,5864949,140,33000000,10.595,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
New Year's Eve,4.3,3,2002-11-18,50000,16,15000,1.147,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Journey 2: The Mysterious Island,6.145,3942,2012-01-19,355692760,94,79000000,42.913,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
On the Basis of Sex,7.413,942,2018-12-25,38673750,120,20000000,15.688,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Thelma & Louise,7.571,3050,1991-05-24,45361000,130,16000000,22.574,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Junior,5.167,1369,1994-11-22,108431355,109,60000000,17.39,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Serenity,5.446,1419,2019-01-24,14454622,102,25000000,13.057,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Freaky,6.574,1410,2020-11-12,15104310,102,5000000,20.475,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Norbit,5.584,2100,2007-02-08,159313561,102,10000000,46.279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Water,5.508,981,2003-10-26,54667954,79,130000,12.827,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
The Soloist,6.686,717,2009-04-24,38332994,109,60000000,14.748,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Beware! The Blob,4.864,59,1972-06-21,102433,87,150000,7.917,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Big Year,5.988,712,2011-10-13,8179416,100,41000000,13.172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Mocktail,6.8,12,2020-01-31,665258,153,266103,2.435,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Lakshyam,6.417,6,2017-05-06,540000,120,630000,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Ninth,6.579,107,2019-11-07,958558,99,7000000,8.28,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
The Age of Shadows,7.252,292,2016-09-07,53165427,140,9620000,8.238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Russia House,6.099,258,1990-12-21,22997992,118,21800000,17.115,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Last Night,6.6,128,1998-10-23,591165,95,2300000,11.68,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Byzantium,6.284,764,2012-09-09,89237,118,10000000,13.082,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Interiors,6.811,304,1978-08-02,10400000,93,10000000,11.263,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IMAX Dolphins and Whales: Tribes of the Ocean,6.455,11,2008-02-15,7518876,42,6000000,1.359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ere,10.0,1,,200202022,120,1209097,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assault on Precinct 13,6.142,983,2005-01-19,35294470,109,30000000,12.52,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
My Dear Spectre,9.0,1,2021-11-13,1,6,500,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Nothing But the Truth,6.91,431,2008-12-19,409832,108,11500000,14.053,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Angadi Theru,6.8,13,2010-03-26,2000000,160,600000,4.401,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Green Lantern,5.167,6806,2011-06-14,219851172,114,200000000,32.041,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Clouds of Sils Maria,6.641,698,2014-08-20,1851517,124,6600000,8.914,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UHF,6.678,298,1989-07-21,6157157,97,5000000,10.944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flight,6.818,5572,2012-11-02,161772375,138,31000000,33.128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Strays,7.531,389,2023-08-17,32000000,93,46000000,419.527,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An Unfinished Life,6.771,568,2005-09-09,18618284,108,30000000,14.268,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
We Are Your Friends,6.725,2171,2015-08-26,11122090,96,6000000,18.768,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Tucker: The Man and His Dream,6.717,327,1988-08-12,19652638,111,23000000,13.256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stolen Kisses,7.328,373,1968-09-04,1500000,90,350000,11.305,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Ant-Man and the Wasp,6.951,12512,2018-07-04,622674139,119,140000000,34.801,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Black and Blue,6.769,762,2019-10-25,22741061,109,12000000,15.379,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Orgazmo,6.179,386,1998-07-02,602302,94,1000000,10.522,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raya and the Last Dragon,7.9,6271,2021-03-03,130423032,107,100000000,53.503,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Chained Heat,5.283,46,1983-05-27,6149983,99,1250000,18.899,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
A Dog's Way Home,7.339,1009,2019-01-10,17643857,96,18000000,25.165,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Manchester by the Sea,7.5,5396,2016-11-18,78988148,138,9000000,22.316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Split,7.337,16345,2017-01-19,278454358,117,9000000,44.51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Superman Returns,5.738,3859,2006-06-28,391081192,154,270000000,31.188,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Anchors Aweigh,6.734,141,1945-08-13,7500000,143,2600000,13.105,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
Dark Angel,6.0,256,1990-01-26,9229401,91,7000000,15.971,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Alpha and Omega,5.933,479,2010-09-16,50500000,88,20000000,11.765,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Age of Adaline,7.469,6092,2015-04-16,65663276,112,25000000,27.069,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Rocky V,5.767,2904,1990-11-16,119946358,104,42000000,36.638,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
By the Sea,5.6,553,2015-11-12,3727746,122,10000000,7.928,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Avengers: Infinity War,8.255,27713,2018-04-25,2052415039,149,300000000,154.34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
City of Ghosts,5.813,72,2002-09-10,1277187,116,17500000,6.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
More American Graffiti,5.0,85,1979-08-03,15014674,110,2500000,10.033,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
King Kong,7.61,1331,1933-03-15,10000000,104,672000,21.668,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Larry Crowne,5.951,1206,2011-06-30,75055070,98,30000000,16.498,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Kid Stays in the Picture,6.636,81,2002-08-16,1434436,93,40000,7.948,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shivers,6.349,572,1975-10-10,1000000,88,179000,18.906,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12,6.941,287,2007-06-06,7537453,159,4000000,11.163,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Millennium Apocalypse: The End is Here...,7.5,2,2006-02-20,33,92,25,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It's Always Fair Weather,7.155,58,1955-08-30,2374000,102,2771000,6.413,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Canadian Bacon,5.723,191,1995-06-08,178104,91,11000000,14.157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rambo: First Blood Part II,6.619,3512,1985-05-21,300400432,96,44000000,52.373,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
As the Streets Fell Silent,10.0,1,2019-10-01,5,2,5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Preacherman,5.1,10,1971-01-01,5000000,87,65000,1.981,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Let There Be Light,5.922,58,2017-10-27,7240000,100,3000000,12.109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hipsters,6.685,84,2008-12-25,17101695,130,15000000,7.448,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Blair Witch,5.2,1787,2016-09-15,45172994,89,5000000,12.276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
A Countess from Hong Kong,6.135,152,1967-01-05,2000000,107,3500000,9.993,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DodgeBall: A True Underdog Story,6.343,3187,2004-06-18,167722310,92,20000000,20.234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mungaru Male,7.2,12,2006-12-15,7800000,143,330000,0.919,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Santa Claus: The Movie,6.261,228,1985-10-29,23717291,108,50000000,10.367,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Crocodiles,7.14,100,2009-03-26,4628777,98,4980190,6.879,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ernest Saves Christmas,5.271,155,1988-11-11,28202109,95,6000000,12.283,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Army of Thieves,6.867,1756,2021-10-27,46900000,127,30000000,22.46,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hoodwinked!,6.214,1615,2005-12-16,51053787,82,15000000,23.912,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Air Up There,6.226,148,1994-01-07,21011500,107,17000000,10.249,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Was a Teenage Werewolf,4.698,43,1957-06-19,2000000,76,82000,7.802,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
The Class,7.437,199,2007-03-16,4117,97,145625,5.701,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Parental Guidance,5.946,439,2012-12-25,119772232,104,25000000,15.021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombay Velvet,5.6,37,2015-05-15,1500000,151,18000000,3.487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Redacted,6.1,152,2007-11-16,782102,90,5000000,9.601,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Witches of Eastwick,6.51,1253,1987-06-12,63766510,118,22000000,24.574,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Goosebumps 2: Haunted Halloween,6.111,1358,2018-10-11,93320380,90,35000000,23.627,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Off Limits,5.67,50,1988-03-11,7242035,102,12000000,4.88,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Courageous,7.552,315,2011-09-30,34522221,129,1000000,21.415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Metropolis,8.153,2430,1927-02-06,650422,149,1300000,22.817,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
How to Be Single,6.246,3048,2016-02-08,112343513,110,38000000,25.223,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Diamonds Are Forever,6.39,1878,1971-12-14,116019547,120,7200000,33.045,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Girl of the Golden West,5.5,6,1915-01-04,102224,45,15110,3.238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
A Family On Edge,7.0,1,2015-12-22,200,112,100000,1.147,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
The Fall of the Roman Empire,6.497,169,1964-03-24,4750000,188,19000000,21.504,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Amour,7.769,1483,2012-09-20,29844753,127,8900000,14.551,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Clerks II,6.909,1192,2006-07-21,26888376,97,5000000,15.836,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ten Commandments,7.754,1400,1956-10-05,122700000,220,13000000,38.304,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Bad Boys II,6.598,4924,2003-07-18,273339556,147,130000000,31.463,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Twelfth Night,6.817,71,1996-10-31,33000000,134,5000000,9.493,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Yennai Arindhaal,6.9,46,2015-02-06,16000000,176,7900000,4.723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Grudge 3,5.408,544,2009-05-12,38610009,90,5000000,21.764,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Stolen,5.402,938,2012-09-06,2106557,96,35000000,19.087,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Perfect Date,4.5,2,2020-01-03,947455,0,216000,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jailhouse Rock,6.1,151,1957-11-08,4000000,96,1000000,10.202,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
The Last Days on Mars,5.434,726,2013-08-11,24084,98,10600000,13.92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
The Women,7.0,135,1939-09-01,2270000,133,1688000,10.029,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fighting with My Family,6.859,1561,2019-02-14,39055536,108,11000000,23.287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fog,4.482,655,2005-10-14,46201432,100,18000000,15.703,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Dead Pool,6.261,742,1988-07-13,37903295,91,20000000,18.393,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Call of the Wild,7.572,3406,2020-02-19,111202881,100,109000000,36.824,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
It Came from Outer Space,6.3,175,1953-06-05,1600000,81,800000,6.164,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Mystic River,7.746,6036,2003-03-03,156822020,138,25000000,25.675,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Xiang Xi Jiao Fei Ji (Part II),10.0,1,1987-01-01,100,0,100,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
October Baby,6.4,106,2011-10-30,5396618,107,1000000,6.155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wind,6.484,32,1992-09-11,5519569,126,29000000,8.87,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dangerous Game,5.7,63,1993-10-13,1261210,108,10000000,6.899,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Psycho III,5.557,334,1986-04-02,14481606,93,8400000,11.995,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Collateral Damage,5.746,1260,2002-02-06,78382433,108,85000000,21.752,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Anna,6.503,565,2013-10-13,1200000,99,4357373,17.714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Mortdecai,5.508,2517,2015-01-21,47318560,107,60000000,19.252,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miracle on 34th Street,7.336,643,1947-06-04,2700000,96,630000,22.994,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
