title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
WWE Diva Diaries,10.0,1,2007-11-29,22343,95,17544,1.4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Jiu Jitsu,4.896,561,2020-11-20,99924,102,23000000,15.758,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
THX 1138,6.453,852,1971-03-11,2437000,86,777000,10.154,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Magical Mom,5.0,1,2018-06-17,2617,3,2617,0.6,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Very Brady Sequel,5.8,145,1996-08-23,21440752,90,12000000,16.138,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
War,6.286,1573,2007-08-24,40452643,103,25000000,27.056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Les Blagues de Toto,5.0,50,2020-08-05,8859185,84,6438600,2.147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Happening,5.379,3252,2008-06-11,163403799,91,60000000,35.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Ohm Shanthi Oshaana,7.244,45,2014-02-07,1500000,130,220000,3.137,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Doogal,5.063,97,2006-02-24,27450189,85,20000000,7.28,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Pete's Dragon,6.379,2080,2016-08-10,143695338,103,65000000,14.491,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Longest Yard,6.632,3072,2005-05-27,190320568,113,82000000,40.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stigmata,6.248,981,1999-09-10,50041732,103,29000000,16.511,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
What's Love Got to Do with It,7.064,282,1993-06-09,39100000,118,15000000,12.878,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
The Andromeda Strain,7.042,613,1971-03-12,12376563,131,6500000,12.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Zarafa,6.838,101,2012-01-25,12197574,78,10750000,7.685,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spotlight,7.814,7765,2015-11-06,98690254,129,20000000,20.159,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Clockers,6.78,286,1995-09-15,13071518,128,25000000,11.058,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Aline,6.803,289,2020-11-19,11131254,126,25900000,9.544,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Bones,4.667,135,2001-10-24,7316658,96,10000000,7.833,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Brian Banks,7.242,188,2019-08-09,4300000,99,10000000,21.565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Operation Chromite,5.901,182,2016-07-27,49196532,111,12700000,16.235,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Monster House,6.67,3637,2006-06-30,140175006,91,75000000,40.141,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Rush Hour 3,6.4,2903,2007-08-08,258022233,91,140000000,42.857,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Made,5.86,169,2001-07-13,5476060,94,5000000,7.741,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F.C. De Kampioenen: Kampioen zijn blijft plezant,5.9,23,2013-12-17,7471304,115,3849796,2.773,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Manchurian Candidate,7.549,615,1962-10-01,7700000,126,2200000,17.928,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Iron Eagle,5.438,267,1986-01-17,24159872,117,18000000,9.218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Train,7.507,273,1964-09-24,6800000,133,5800000,15.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Chaos Walking,6.635,2087,2021-02-24,26508132,109,125000000,23.905,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
The Princess and the Frog,7.2,5062,2009-12-08,270997378,98,105000000,61.134,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Everything Everywhere All at Once,7.822,5210,2022-03-24,139200000,140,25000000,64.278,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nós,10.0,1,2014-03-27,10000,0,1000,0.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Medicine Man,5.974,331,1992-02-07,45500797,106,40000000,13.225,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mystic Pizza,6.244,450,1988-10-13,12793213,104,6000000,19.225,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
BlacKkKlansman,7.521,7037,2018-08-09,93411426,136,15000000,16.735,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eden,8.3,3,2019-10-27,1000,6,500,0.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Odd Life of Timothy Green,6.97,1096,2012-08-15,56012642,105,25000000,12.627,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Road Trip,6.169,1762,2000-05-19,119754278,93,16000000,21.696,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anonymous,6.4,681,2011-10-21,15395087,130,30000000,10.696,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Tyler Perry's Madea on the Run - The Play,7.4,41,2017-01-31,15000000,141,1000000,4.458,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hatchet,5.784,586,2006-04-27,155873,84,1500000,13.827,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Furry Vengeance,4.918,549,2010-04-30,36236710,92,35000000,13.104,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Aquarius,7.48,432,2016-09-01,285930,147,762241,8.997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ABCD,9.0,1,,10000,120,10000,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Flock,5.687,223,2007-08-04,7155358,105,35000000,12.18,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Life,6.423,6811,2017-03-22,100541806,104,58000000,48.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
The Tale of The Princess Kaguya,8.104,1563,2013-11-23,24366656,137,49300000,20.328,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Oosaravelli,5.0,14,2011-10-06,39000000,161,3500000,4.431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sound of Freedom,7.973,503,2023-07-03,212587173,131,15000000,1111.036,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mean Creek,6.848,328,2004-01-15,603943,90,500000,9.811,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Auto Shop of Horrors,10.0,1,2016-10-26,4300,86,1200,0.643,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Where The Sun Rises,8.0,1,2022-01-01,1,13,1,0.907,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Macbeth,6.468,1366,2015-08-16,16322067,113,15000000,11.905,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
[REC]³ Genesis,5.231,1336,2012-03-30,11019975,80,6400000,20.918,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Man,5.719,495,2005-09-08,13485145,83,33000000,8.903,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WSU Secret Show,9.0,1,,23111,0,7889,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Long Kiss Goodnight,6.621,1068,1996-10-11,89456761,121,65000000,21.756,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Dirty Dozen,7.598,1082,1967-06-15,45300000,150,5400000,26.602,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Helen,6.67,53,2009-01-16,34820,120,8000000,7.441,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alfie,5.792,747,2004-10-22,35060882,103,60000000,15.451,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Swing Time,6.821,198,1936-08-27,2600000,103,886000,11.128,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Nasty Old People,6.1,13,2009-10-10,5300,84,15000,1.607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
How to Make a Sandwich,8.0,1,2020-08-30,1,7,1,0.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Bachna Ae Haseeno,6.081,73,2008-08-15,9600000,153,2400000,7.656,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
EXIT,7.6,200,2019-07-31,69501772,103,10892000,15.751,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
January,10.0,1,2023-01-08,150,50,100,0.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wish I Was Here,6.549,678,2014-07-18,5483299,107,5500000,8.71,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I Can Quit Whenever I Want,7.432,1722,2014-02-06,54606,100,2000000,6.514,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Quiet Place,7.396,13079,2018-04-03,341000000,91,17000000,38.002,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Before I Go to Sleep,6.492,1866,2014-09-03,15447154,92,22000000,25.054,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Bleed for This,6.813,696,2016-11-04,6174491,116,6000000,9.515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mrs. Miniver,7.055,226,1942-07-03,13500000,134,1344000,11.36,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
The King of Comedy,7.8,2015,1982-12-18,2536000,109,19000000,21.491,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Curse of the Golden Flower,6.792,663,2006-12-14,78568977,114,45000000,13.002,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Vandae Maatharam,3.5,2,2010-09-10,1600000,157,2400000,0.782,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Australia,6.579,2127,2008-11-18,211787511,165,130000000,25.22,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Masquerade,6.89,314,2022-11-01,6667598,142,14000000,42.923,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Fort Apache,7.03,315,1948-06-14,3000000,125,2500000,13.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Deep,6.111,199,1977-06-17,100000000,123,9000000,12.189,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Kaala,6.8,55,2018-06-07,22000000,166,20000000,4.391,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Finishing the Game: The Search for a New Bruce Lee,5.3,19,2007-01-21,52868,84,500000,4.215,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Motherless Brooklyn,6.702,1309,2019-10-31,18377736,145,26000000,16.041,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Janatha Garage,7.3,30,2016-09-01,21000000,165,7000000,103.971,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Seed,3.85,113,2007-04-27,155362,90,10000000,8.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tales from the Darkside: The Movie,6.201,334,1990-05-03,16324573,93,3500000,18.11,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
When Harry Met Sally...,7.405,3655,1989-07-21,92823546,96,16000000,26.961,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
All Quiet on the Western Front,7.756,696,1930-04-29,3270000,134,1448864,16.367,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Pandorum,6.559,2160,2009-09-08,20648328,108,33000000,27.11,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
Unreal,8.0,1,,50000,65,20000,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Capote,6.992,1300,2005-09-30,49327405,114,7000000,13.888,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Loose Cannons,7.31,734,2010-02-12,8220215,108,7000000,9.396,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Alexander,5.911,3024,2004-11-21,167298192,175,155000000,22.681,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
In Like Flint,6.1,70,1967-03-15,11000000,114,3775000,7.93,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Space Truckers,5.419,135,1996-03-01,1614266,95,25000000,10.408,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Sylvia Scarlett,6.434,76,1935-12-25,497000,95,641000,6.629,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Beau Is Afraid,6.8,527,2023-04-14,10000000,179,35000000,44.044,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The 312,6.0,2,2017-12-15,40,75,1000,0.713,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Moonbound,6.4,83,2021-06-24,6666618,81,2000000,18.379,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scary Movie 4,5.475,2987,2006-04-12,178262620,83,45000000,43.397,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Guard,6.978,1080,2011-07-07,19560274,96,6000000,9.21,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Man from Elysian Fields,5.704,49,2001-09-13,2006391,106,6500000,5.293,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
I Can Quit Whenever I Want,6.281,155,2019-04-12,11788968,98,4833490,7.242,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Charge of the Light Brigade,6.5,62,1936-10-20,2736000,111,1200000,10.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9 81,10.0,1,2021-10-01,10000,0,10000,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanley & Iris,6.384,135,1990-02-09,5820015,104,23000000,10.885,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Behind Enemy Lines,6.321,1317,2001-11-30,91753202,106,40000000,23.607,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Kingdom of War: Part 1,6.2,18,2007-01-18,7900000,134,20000000,4.402,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Solomon Kane,5.969,1277,2009-09-16,19652185,104,45000000,25.024,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dr. Dolittle 2,5.288,1551,2001-06-22,176104344,87,70000000,16.296,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
For the First Time,6.2,2,2008-08-27,3036326,115,799634,2.617,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Flashdance,6.496,1310,1983-04-14,201500000,95,7000000,21.263,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Look Who's Talking,6.272,2135,1989-10-12,296999813,93,7500000,14.735,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Saving Grace,6.529,385,2000-01-24,26330482,93,10000000,12.147,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capone,4.96,321,2020-06-26,858281,103,20600000,10.141,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Burke & Wills,5.2,6,1985-10-30,1600000,140,9000000,3.089,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Time-lapse of a Nut,9.0,1,2021-06-08,64,1,1,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Haseena Parkar,5.3,9,2017-09-22,1240000,124,2400000,3.205,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Holy Bananas,10.0,1,2024-10-25,1000,3,200,1.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Dragon Hunters,6.553,415,2008-03-19,12235843,80,12000000,11.785,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Conan the Barbarian,6.79,2246,1982-04-02,79114085,129,20000000,30.951,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Day Without a Mexican,4.855,31,2004-05-14,10057021,98,1500000,5.072,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Poor White Trash,4.2,12,2000-06-16,1404,85,1200000,2.579,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019: A Cinematic Odyssey,10.0,1,2019-09-28,100000,480,10000,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Accuse!,6.6,4,1958-03-05,665000,99,1768000,2.474,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Golden Cage,10.0,1,1958-01-23,100000,94,55000,0.644,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Final Destination,5.6,2960,2009-08-26,186167139,82,40000000,36.135,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Pink Panther,5.827,1787,2006-02-10,158851357,93,65000000,21.62,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
No busqués más,10.0,1,,40000,0,10000,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Machete,6.34,3040,2010-09-01,45491656,105,20000000,19.946,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gone in 60 Seconds,6.121,145,1974-07-28,40000000,105,1000000,12.346,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Joseph,10.0,1,2021-04-30,20,16,500,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hard Target,6.315,1013,1993-04-27,74189677,97,18000000,43.879,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Instructions Not Included,7.723,812,2013-07-20,99067206,122,5500000,74.802,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Safe Men,5.6,46,1998-08-07,45724,88,1000000,5.19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This Means War,6.152,3164,2012-02-14,156974557,98,65000000,23.166,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hotel Transylvania 3: Summer Vacation,6.897,4056,2018-06-28,528600000,97,80000000,35.492,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Once Upon a Time in America,8.427,4863,1984-05-23,5500000,229,30000000,42.059,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Newlyweds,6.0,14,2011-12-26,5000,85,9000,3.296,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Swordsman,5.528,18,2006-10-12,3919731,108,5000000,1.825,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Dolittle,6.638,3399,2020-01-02,251410631,101,175000000,23.387,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Hobbit: An Unexpected Journey,7.339,17356,2012-12-12,1021103568,169,250000000,83.524,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Blob,6.226,536,1958-09-10,4000000,86,110000,13.105,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Trial of the Chicago 7,7.727,2769,2020-09-25,107423,130,35000000,13.69,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Monty Python and the Holy Grail,7.797,5280,1975-05-25,1940906,91,400000,28.015,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Married Life,5.7,137,2007-09-12,2888315,90,12000000,8.593,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Oerend Heerschend,6.5,1,,500,93,500,0.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maléfique,5.962,92,2003-05-07,398016,90,1500000,5.885,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Gully Boy,7.401,157,2019-02-14,33974264,156,5782853,5.765,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
The Seven Year Itch,7.078,809,1955-06-03,12000000,104,1800000,14.684,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Black and White,4.6,58,1999-09-04,5241315,98,10000000,6.594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Watchmen:(The Ultimate Cut),9.0,2,2009-03-06,185000000,215,130000000,2.829,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Tequila Sunrise,6.049,449,1988-12-02,105900000,115,23000000,17.297,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Scherzi - Il film,4.8,2,2014-06-08,450,96,2700,0.6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Bezerra de Menezes: O Diário de um Espírito,4.6,6,2008-08-29,1948414,75,2500000,2.36,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Zonad,4.167,6,2010-03-17,2500000,78,3000000,1.336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason's Lyric,6.558,43,1994-09-28,20851521,119,7000000,6.803,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Welcome Home Roscoe Jenkins,6.025,255,2008-02-08,43650785,114,35000000,17.467,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Kiss of Death,5.589,286,1995-04-21,14942422,101,40000000,9.828,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Forgetting Sarah Marshall,6.481,3132,2008-04-17,105173115,111,30000000,22.661,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ESPERANZA,10.0,1,2023-08-16,3150,0,50,1.409,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Another Woman's Life,6.2,78,2012-02-14,3216359,97,6500000,4.813,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Gettysburg,6.862,265,1993-10-08,12700000,254,25000000,13.067,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
The Legend of Tarzan,5.9,5917,2016-06-29,356743061,109,180000000,27.807,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Visual Effects of 'Scary Movie 4',4.3,3,2006-04-20,178262620,0,45000000,8.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quest for Camelot,6.84,739,1998-05-15,38172500,86,40000000,20.075,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
Torque,5.217,511,2004-01-16,46546197,84,40000000,23.885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aanai,7.0,1,2005-05-05,500000,157,500000,4.182,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Bronco Billy,6.328,224,1980-06-11,24265583,116,6500000,15.619,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Hearts in Atlantis,6.748,483,2001-09-28,24185781,101,31000000,19.472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Egyptian,6.2,71,1954-08-25,15000000,139,5000000,9.846,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
RedBull: Volta às aulas,10.0,1,2023-10-16,30,0,30,1.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wasabi,6.629,1143,2001-10-31,10366360,94,15300000,22.653,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dil Aashna Hai,6.9,10,1992-12-25,11000000,164,1100000,3.705,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The House,5.639,846,2017-06-29,34200000,88,40000000,11.741,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
*batteries not included,6.6,623,1987-12-18,65088797,106,25000000,16.931,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Blade of Fury,7.1,16,1993-07-15,100,105,100,3.868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Days of Thunder,6.346,1321,1990-06-27,157920733,107,60000000,22.28,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lamia,5.0,1,2017-11-06,100,8,100,0.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
El Profeta del Desierto,10.0,1,2018-06-23,4000,0,4000,0.629,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
War Room,7.782,424,2015-08-28,67790117,120,3000000,23.185,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Scythe vs Pole 2,10.0,1,2022-07-15,4,3,2,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Look Up,7.135,7227,2021-12-07,791863,138,75000000,29.694,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Sarigama,10.0,1,2016-10-30,500000,134,150000,0.6,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
The Matrix Revolutions,6.71,9118,2003-11-05,424988211,129,150000000,33.434,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
CHiPS,6.127,1187,2017-03-23,26800152,100,25000000,19.257,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sholem Aleichem: Laughing In The Darkness,6.2,4,2012-02-24,845188,93,500000,1.353,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lone Ranger,6.089,5528,2013-07-03,260502115,149,215000000,25.875,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WSU Queen & King Of The Ring,7.0,1,,19776,0,8990,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
